lex1;lex_utf81
>MH/;אמה֜
CTJN/;שׁתין֜
PTJ/;פתי֜
CT/;שׁת֜
BQ<H/;בקעה֜
DWR>/;דורא֜
CLX[;שׁלח
KNC[;כנשׁ
>XCDRPN/;אחשׁדרפן֜
PXH/;פחה֜
>DRGZR/;אדרגזר֜
GDBR/;גדבר֜
DTBR/;דתבר֜
TPTJ/;תפתי֜
CLVN=/;שׁלטן֜
>TH[;אתה
XNKH/;חנכה֜
KRWZ/;כרוז֜
QR>[;קרא
XJL/;חיל֜
>MH=/;אמה֜
LCN/;לשׁן֜
CM<[;שׁמע
QL/;קל֜
QRN/;קרן֜
MCRWQJ/;משׁרוקי֜
QTRS/;קתרס֜
FBK>/;שׂבכא֜
PSNTRJN/;פסנתרין֜
SWMPNJH/;סומפניה֜
ZN/;זן֜
ZMR/;זמר֜
MN=;מן
C<H/;שׁעה֜
RMH[;רמה
GW>/;גוא֜
>TWN/;אתון֜
NWR/;נור֜
JQD[;יקד
QRB[;קרב
>KL[;אכל
QRY/;קרץ֜
JHWDJ/;יהודי֜
JT;ית
>LK;אלך
PLX[;פלח
RGZ/;רגז֜
XMH/;חמה֜
YD>;צדא
<TJD/;עתיד֜
JZB[;יזב
XCX[;חשׁח
>NXN>;אנחנא
PTGM/;פתגם֜
>ZH[;אזה
CB</;שׁבע֜
GBR=/;גבר֜
KPT[;כפת
SRBL/;סרבל֜
PVC/;פטשׁ֜
KRBLH/;כרבלה֜
LBWC/;לבושׁ֜
CBJB/;שׁביב֜
TLT/;תלת֜
TWH[;תוה
HDBR/;הדבר֜
H>;הא
>RB</;ארבע֜
HLK[;הלך
XBL/;חבל֜
DMH[;דמה
<LJ/;עלי֜
GCM/;גשׁם֜
F<R/;שׂער֜
XRK[;חרך
RJX/;ריח֜
ML>K/;מלאך֜
RXY[;רחץ
CLW/;שׁלו֜
CWH[;שׁוה
NYL[;נצל
YLX[;צלח
CLM/;שׁלם֜
FG>[;שׂגא
>T/;את֜
TMH/;תמה֜
CPR[;שׁפר
CLVN/;שׁלטן֜
DR/;דר֜
CLH/;שׁלה֜
R<NN/;רענן֜
HJKL/;היכל֜
HRHR/;הרהר֜
>XRJN;אחרין
QDJC/;קדישׁ֜
>NS[;אנס
>JLN/;אילן֜
TQP[;תקף
MV>[;מטא
XZWT/;חזות֜
SWP/;סוף֜
<PJ/;עפי֜
CPJR/;שׁפיר֜
>B=/;אב֜
MZWN/;מזון֜
VLL[;טלל
<NP/;ענף֜
YPR/;צפר֜
ZWN[;זון
<JR/;עיר֜
NXT[;נחת
GDD[;גדד
QYY[;קצץ
NTR[;נתר
BDR[;בדר
NWD[;נוד
<QR/;עקר֜
CRC/;שׁרשׁ֜
>SWR/;אסור֜
DT>/;דתא֜
VL/;טל֜
YB<[;צבע
XLQ/;חלק֜
<FB/;עשׂב֜
XLP[;חלף
GZRH/;גזרה֜
M>MR/;מאמר֜
C>LH/;שׁאלה֜
YBH[;צבה
CPL/;שׁפל֜
CMM[;שׁמם
FN>[;שׂנא
<R/;ער֜
CKN[;שׁכן
RBW/;רבו֜
VRD[;טרד
TWR/;תור֜
V<M[;טעם
QJM/;קים֜
MLK=/;מלך֜
XV>/;חטא֜
YDQH/;צדקה֜
PRQ[;פרק
<WJH/;עויה֜
XNN[;חנן
<NH/;ענה֜
>RKH/;ארכה֜
CLWH/;שׁלוה֜
JRX/;ירח֜
TRJN/;תרין֜
<FR/;עשׂר֜
D>;דא
BNH[;בנה
TQP=/;תקף֜
HDR/;הדר֜
<WD/;עוד֜
PM/;פם֜
NCR/;נשׁר֜
VPR/;טפר֜
<JN/;עין֜
NVL[;נטל
HDR[;הדר
XCB[;חשׁב
RBRBNJN/;רברבנין֜
TQN[;תקן
JSP[;יסף
RWM[;רום
M<BD/;מעבד֜
>RX/;ארח֜
DJN/;דין֜
GWH/;גוה֜
CPL[;שׁפל
BLC>YR/;בלשׁאצר֜
LXM/;לחם֜
>LP/;אלף֜
XMR/;חמר֜
CTH[;שׁתה
M>N/;מאן֜
JRWCLM/;ירושׁלם֜
CGL/;שׁגל֜
LXNH/;לחנה֜
></;אע֜
KTB[;כתב
NBRCH/;נברשׁה֜
GJR/;גיר֜
KTL/;כתל֜
PS/;פס֜
QVR/;קטר֜
XRY/;חרץ֜
>RKBH/;ארכבה֜
NQC[;נקשׁ
KTB/;כתב֜
>RGWN/;ארגון֜
LBC[;לבשׁ
HMNJK/;המניך֜
YW>R/;צואר֜
TLT=/;תלת֜
CBC[;שׁבשׁ
MLKH/;מלכה֜
MCT>/;משׁתא֜
NHJRW/;נהירו֜
FKLTNW/;שׂכלתנו֜
PCR[;פשׁר
>XJDH/;אחידה֜
ZW<[;זוע
ZJD[;זיד
KRS>/;כרסא֜
<RD/;ערד֜
NCMH/;נשׁמה֜
RCM[;רשׁם
MN>/;מנא֜
TQL/;תקל֜
PRS=/;פרס֜
CLM[;שׁלם
TQL[;תקל
M>ZN>/;מאזנא֜
XSJR/;חסיר֜
PRS[;פרס
MDJ/;מדי֜
PRS/;פרס֜
KRZ[;כרז
DRJWC/;דריושׁ֜
MDJ=/;מדי֜
CNH/;שׁנה֜
M>H/;מאה֜
<FRJN/;עשׂרין֜
<L>;עלא
SRK/;סרך֜
NZQ[;נזק
NYX[;נצח
<CT[;עשׁת
<LH/;עלה֜
YD/;צד֜
RGC[;רגשׁ
J<V[;יעט
QJM=/;קים֜
>SR/;אסר֜
B<W/;בעו֜
TLTJN/;תלתין֜
GB=/;גב֜
>RJH/;אריה֜
KWH/;כוה֜
PTX[;פתח
<LJ=/;עלי֜
NGD/;נגד֜
BRK=[;ברך
BRK/;ברך֜
YLH[;צלה
QDMH/;קדמה֜
B>C[;באשׁ
BL/;בל֜
M<L/;מעל֜
CMC/;שׁמשׁ֜
CDR[;שׁדר
TDJR/;תדיר֜
XTM[;חתם
<ZQH/;עזקה֜
YBW/;צבו֜
BJT[;בית
VWT;טות
DXWH/;דחוה֜
CNH=/;שׁנה֜
NDD[;נדד
CPRPR/;שׁפרפר֜
NGH/;נגה֜
<YJB/;עציב֜
Z<Q[;זעק
MLL[;מלל
SGR[;סגר
ZKW/;זכו֜
>P;אף
XBWLH/;חבולה֜
V>B[;טאב
NCJN/;נשׁין֜
>R<J/;ארעי֜
GRM/;גרם֜
KWRC/;כורשׁ֜
PRSJ/;פרסי֜
>RW;ארו
GWX[;גוח
JM/;ים֜
QDMJ/;קדמי֜
GP/;גף֜
MRV[;מרט
TNJN/;תנין֜
DB/;דב֜
FVR/;שׂטר֜
<L</;עלע֜
BJN/;בין֜
CN/;שׁן֜
NMR/;נמר֜
GB/;גב֜
>JMTNJ/;אימתני֜
RPS[;רפס
FKL[;שׂכל
Z<JR/;זעיר֜
<QR[;עקר
<TJQ/;עתיק֜
JTB[;יתב
TLG/;תלג֜
XWR/;חור֜
<MR/;עמר֜
NQ>/;נקא֜
GLGL/;גלגל֜
DLQ[;דלק
NHR/;נהר֜
NGD[;נגד
CMC[;שׁמשׁ
RBW=/;רבו֜
SPR/;ספר֜
JQDH/;יקדה֜
>C>/;אשׁא֜
XJJN/;חיין֜
<NN/;ענן֜
KRH[;כרה
NDNH/;נדנה֜
>NJN;אנין
<LJWN/;עליון֜
XSN[;חסן
JYB[;יצב
XBRH/;חברה֜
QRB/;קרב֜
DWC[;דושׁ
BLH[;בלה
SBR[;סבר
PLG/;פלג֜
CMD[;שׁמד
KH;כה
LB/;לב֜
NVR[;נטר
BL>CYR/;בלאשׁצר֜
>BL====/;אבל֜
>WLJ=/;אולי֜
YPJR/;צפיר֜
PLMNJ/;פלמני֜
GBRJ>L/;גבריאל֜
<MD=/;עמד֜
J<P=/;יעף֜
XTK[;חתך
XRWY===/;חרוץ֜
YWQ/;צוק֜
HJK;היך
RCM[;רשׁם
MDJ=/;מדי֜
MMCL/;ממשׁל֜
HDR=/;הדר֜
MR<=/;מרע֜
MKMNJM/;מכמנים֜
>PDN/;אפדן֜
ZHR=[;זהר
MTRDT/;מתרדת֜
GZBR/;גזבר֜
CCBYR/;שׁשׁבצר֜
>GRVL/;אגרטל֜
MXLP/;מחלף֜
KPWR=/;כפור֜
JCW</;ישׁוע֜
NXMJH/;נחמיה֜
R<LJH/;רעליה֜
BLCN/;בלשׁן֜
MSPR=/;מספר֜
BGWJ/;בגוי֜
RXWM=/;רחום֜
PR<C=/;פרעשׁ֜
>RX=/;ארח֜
PXT_MW>B/;פחת מואב֜
ZTW>/;זתוא֜
ZKJ/;זכי֜
BBJ/;בבי֜
<ZGD/;עזגד֜
>DNJQM/;אדניקם֜
<DJN=/;עדין֜
>VR=/;אטר֜
BYJ/;בצי֜
JWRH=/;יורה֜
XCM==/;חשׁם֜
GBR==/;גבר֜
NVPH=/;נטפה֜
MKMS/;מכמס֜
MGBJC/;מגבישׁ֜
XRM==/;חרם֜
LD/;לד֜
XDJD/;חדיד֜
>WNW/;אונו֜
SN>H/;סנאה֜
QDMJ>L/;קדמיאל֜
HWDWJH/;הודויה֜
VLMWN/;טלמון֜
<QWB/;עקוב֜
XVJV>/;חטיטא֜
CBJ==/;שׁבי֜
NTJN/;נתין֜
YJX>/;ציחא֜
XFWP>/;חשׂופא֜
VB<WT/;טבעות֜
QJRS/;קירס֜
SJ<>/;סיעא֜
PDWN/;פדון֜
LBNH=====/;לבנה֜
XGBH/;חגבה֜
XGB=/;חגב֜
CLMJ==/;שׁלמי֜
GDL===/;גדל֜
GXR/;גחר֜
R>JH/;ראיה֜
NQWD>/;נקודא֜
GZM=/;גזם֜
PSX==/;פסח֜
BSJ/;בסי֜
>SNH/;אסנה֜
M<WNJ/;מעוני֜
NPWSJM/;נפוסים֜
BQBWQ/;בקבוק֜
XQWP>/;חקופא֜
XRXWR/;חרחור֜
BYLWT/;בצלות֜
MXJD>/;מחידא֜
XRC>/;חרשׁא֜
BRQWS/;ברקוס֜
TMX/;תמח֜
NYJX/;נציח֜
XVJP>/;חטיפא֜
SWVJ/;סוטי֜
SPRT/;ספרת֜
PRWD>/;פרודא֜
J<LH=/;יעלה֜
DRQWN/;דרקון֜
XVJL/;חטיל֜
PKRT_HYBJJM/;פכרת הצביים֜
>MJ/;אמי֜
TL_MLX/;תל מלח֜
TL_XRC>/;תל חרשׁא֜
KRWB=/;כרוב֜
>DN=/;אדן֜
DLJH/;דליה֜
XBJH/;חביה֜
QWY==/;קוץ֜
JXF[;יחשׂ
TRCT>/;תרשׁתא֜
DRKMNJM/;דרכמנים֜
JWYDQ/;יוצדק֜
RCJWN/;רשׁיון֜
XNDD/;חנדד֜
MYLTJM/;מצלתים֜
SKR=[;סכר
FVNH/;שׂטנה֜
>RTXCFT>/;ארתחשׁשׂתא֜
BCLM/;בשׁלם֜
KNT/;כנת֜
NCTWN/;נשׁתון֜
TRGM[;תרגם
RXWM/;רחום֜
B<L/;בעל֜
CMCJ/;שׁמשׁי֜
SPR=/;ספר֜
>GRH/;אגרה֜
>RTXCFT>/;ארתחשׁשׂתא֜
KNM>;כנמא
KNT/;כנת֜
DJNJ/;דיני֜
>PRSTKJ/;אפרסתכי֜
VRPLJ/;טרפלי֜
>PRSJ/;אפרסי֜
>RKWJ/;ארכוי֜
BBLJ/;בבלי֜
CWCNKJ/;שׁושׁנכי֜
DHJ/;דהי֜
<LMJ/;עלמי֜
>SNPR/;אסנפר֜
HMW;המו
QRJH/;קריה֜
CMRJN/;שׁמרין֜
<BR/;עבר֜
K<NT;כענת
PRCGN/;פרשׁגן֜
LWT;לות
MRD=/;מרד֜
B>JC/;באישׁ֜
CWR/;שׁור֜
KLL[;כלל
>C/;אשׁ֜
JXV[;יחט
DK=;דך
MDH/;מדה֜
BLW/;בלו֜
HLK/;הלך֜
>PTM/;אפתם֜
MLX/;מלח֜
MLX[;מלח
<RWH/;ערוה֜
>RJK/;אריך֜
BQR[;בקר
DKRN/;דכרן֜
>CTDWR/;אשׁתדור֜
XRB[;חרב
K<T;כעת
NCTWN/;נשׁתון֜
PRC[;פרשׁ
MRD/;מרד֜
BVL[;בטל
ZHJR/;זהיר֜
BHJLW/;בהילו֜
>DR</;אדרע֜
NB>[;נבא
XGJ/;חגי֜
NBJ>/;נביא֜
ZKRJH/;זכריה֜
<DW>/;עדוא֜
JFR>L/;ישׂראל֜
ZRBBL/;זרבבל֜
C>LTJ>L/;שׁאלתיאל֜
JCW</;ישׁוע֜
JWYDQ/;יוצדק֜
S<D[;סעד
TTNJ/;תתני֜
CTR_BWZNJ/;שׁתר בוזני֜
>CRN/;אשׁרן֜
BNJN/;בנין֜
FB/;שׂב֜
>PRSKJ/;אפרסכי֜
GLL/;גלל֜
>SPRN>;אספרנא
RGZ[;רגז
STR=[;סתר
JBL[;יבל
CCBYR/;שׁשׁבצר֜
>L=;אל
DK;דך
GNZ/;גנז֜
TMH;תמה
R<W/;רעו֜
>XMT>/;אחמתא֜
BJRH/;בירה֜
MGLH/;מגלה֜
DKRWN/;דכרון֜
DBX[;דבח
DBX/;דבח֜
SBL[;סבל
NDBK/;נדבך֜
XDT/;חדת֜
NPQH/;נפקה֜
RXJQ/;רחיק֜
NKS/;נכס֜
XCXH/;חשׁחה֜
DKR/;דכר֜
>MR/;אמר֜
<LWH/;עלוה֜
XNVH/;חנטה֜
MCX/;משׁח֜
KHN/;כהן֜
NSX[;נסח
ZQP[;זקף
MGR[;מגר
NBW>H/;נבואה֜
JY>[;יצא
>DR/;אדר֜
LWJ/;לוי֜
XDWH/;חדוה֜
YPJR/;צפיר֜
<Z/;עז֜
XV>H/;חטאה֜
MNJN/;מנין֜
CBV/;שׁבט֜
PLGH/;פלגה֜
MXLQH/;מחלקה֜
MCH/;משׁה֜
>RTXCST>/;ארתחשׁסתא֜
<ZR>/;עזרא֜
MRJWT/;מריות֜
ZRXJH/;זרחיה֜
<ZJ/;עזי֜
>BJCW</;אבישׁוע֜
JSD/;יסד֜
PRCGN/;פרשׁגן֜
<ZR>/;עזרא֜
GMR[;גמר
NDB[;נדב
MCKN/;משׁכן֜
QNH[;קנה
NSK/;נסך֜
MDBX/;מדבח֜
>X/;אח֜
JVB[;יטב
PLXN/;פלחן֜
XCXW/;חשׁחו֜
GZBR/;גזבר֜
KKR/;ככר֜
KR/;כר֜
BT/;בת֜
>DRZD>;אדרזדא
QYP/;קצף֜
ZMR=/;זמר֜
TR<=/;תרע֜
NTJN/;נתין֜
CPV[;שׁפט
DJN=/;דין֜
DJN[;דין
MWT/;מות֜
CRCJ/;שׁרשׁי֜
<NC/;ענשׁ֜
XVWC/;חטושׁ֜
CKNJH/;שׁכניה֜
>LJHW<JNJ/;אליהועיני֜
JXZJ>L/;יחזיאל֜
JC<JH/;ישׁעיה֜
ZBDJH/;זבדיה֜
JXJ>L/;יחיאל֜
JWSPJH/;יוספיה֜
QVN===/;קטן֜
J<J>L/;יעיאל֜
<WTJ/;עותי֜
>HW>/;אהוא֜
JRJB=/;יריב֜
JWJRJB/;יויריב֜
>DW/;אדו֜
KSPJ>/;כספיא֜
CRBJH/;שׁרביה֜
XCBJH/;חשׁביה֜
>DRKWN/;אדרכון֜
YHB[;צהב
MRMWT/;מרמות֜
NW<DJH/;נועדיה֜
BNWJ/;בנוי֜
T<NJT/;תענית֜
<BDT/;עבדת֜
BKH/;בכה֜
JHWXNN/;יהוחנן֜
>LJCJB/;אלישׁיב֜
ZMN[;זמן
JXZJH/;יחזיה֜
CBTJ/;שׁבתי֜
>LJW<JNJ/;אליועיני֜
QLJH/;קליה֜
QLJV>/;קליטא֜
PTXJH/;פתחיה֜
VLM=/;טלם֜
RMJH==/;רמיה֜
JZJH/;יזיה֜
MJMN/;מימן֜
<BDJ/;עבדי֜
JRMWT=/;ירמות֜
ZBD=/;זבד֜
<ZJZ>/;עזיזא֜
ZBJ/;זבי֜
<TLJ/;עתלי֜
MLWK/;מלוך֜
C>L/;שׁאל֜
RMWT=/;רמות֜
<DN>/;עדנא֜
KLL/;כלל֜
JCJH/;ישׁיה֜
CMRJH/;שׁמריה֜
MTNJ=/;מתני֜
MTTH/;מתתה֜
JRMJ/;ירמי֜
M<DJ/;מעדי֜
>W>L/;אואל֜
BDJH/;בדיה֜
KLHW/;כלהו֜
WNJH/;וניה֜
J<FJ/;יעשׂי֜
MKNDBJ/;מכנדבי֜
CCJ==/;שׁשׁי֜
CRJ/;שׁרי֜
<ZR>L/;עזראל֜
MTTJH/;מתתיה֜
ZBJN>/;זבינא֜
JDJ/;ידי֜
XKLJH/;חכליה֜
QCB==/;קשׁב֜
SNBLV/;סנבלט֜
XRNJ/;חרני֜
<JN_HTNJN/;עין התנין֜
GCM=/;גשׁם֜
<RBJ/;ערבי֜
M>H=/;מאה֜
>MRJ=/;אמרי֜
MCJZB>L/;משׁיזבאל֜
JWJD</;יוידע֜
BSWDJH/;בסודיה֜
MLVJH/;מלטיה֜
JDWN/;ידון֜
MRNTJ/;מרנתי֜
XRHJH/;חרהיה֜
<ZB=[;עזב
RPJH/;רפיה֜
PLK=/;פלך֜
JDJH/;ידיה֜
XRWMP/;חרומף֜
XCBNJH/;חשׁבניה֜
XCWB/;חשׁוב֜
LWXC/;לוחשׁ֜
CLWN/;שׁלון֜
KL_XZH/;כל חזה֜
VLL[;טלל
CLX=/;שׁלח֜
<ZBWQ/;עזבוק֜
BWJ/;בוי֜
<ZR=/;עזר֜
<NNJH/;ענניה֜
PLL/;פלל֜
>WZJ/;אוזי֜
YLP/;צלף֜
NCKH/;נשׁכה֜
YRPJ/;צרפי֜
>MLL/;אמלל֜
BWZH/;בוזה֜
MDH=/;מדה֜
MLK=[;מלך
MC>/;משׁא֜
KPJRJM=/;כפירים֜
GCMW/;גשׁמו֜
NBW>H/;נבואה֜
>LWL/;אלול֜
GWP[;גוף
JXF/;יחשׂ֜
R<MJH/;רעמיה֜
NXMNJ/;נחמני֜
MSPRT/;מספרת֜
NXWM=/;נחום֜
XRJP/;חריף֜
BJT_<ZMWT/;בית עזמות֜
HWDWH/;הודוה֜
NPWCSJM/;נפושׁסים֜
PRJD>/;פרידא֜
>DWN=/;אדון֜
CM<===/;שׁמע֜
<NJH/;עניה֜
XCBDNH/;חשׁבדנה֜
M<L==/;מעל֜
HWDJH/;הודיה֜
PL>JH/;פלאיה֜
MCMNJM/;משׁמנים֜
XDWH/;חדוה֜
CBNJH/;שׁבניה֜
BNJ=/;בני֜
KNNJ/;כנני֜
P>H==/;פאה֜
<DN[;עדן
>MNH==/;אמנה֜
GNTWN/;גנתון֜
M<ZJH/;מעזיה֜
BLGJ/;בלגי֜
>ZNJH/;אזניה֜
BNJNW/;בנינו֜
<NTWT=/;ענתות֜
NJBJ/;ניבי֜
MGPJ<C/;מגפיעשׁ֜
XZJR=/;חזיר֜
JDW</;ידוע֜
PLVJH/;פלטיה֜
PLX>/;פלחא֜
CWBQ/;שׁובק֜
XCBNH/;חשׁבנה֜
<NN=/;ענן֜
MQXWT/;מקחות֜
QRBN=/;קרבן֜
<TJH/;עתיה֜
XZJH/;חזיה֜
SLW>=/;סלוא֜
JW<D/;יועד֜
GBJ=/;גבי֜
SLJ/;סלי֜
SNW>H/;סנואה֜
PLLJH/;פלליה֜
>MYJ/;אמצי֜
<MCSJ/;עמשׁסי֜
>XZJ/;אחזי֜
MCLMWT/;משׁלמות֜
ZBDJ>L/;זבדיאל֜
<ZRJQM/;עזריקם֜
BWNJ/;בוני֜
BQBQJH/;בקבקיה֜
GLL==/;גלל֜
JDWTWN=/;ידותון֜
GCP>/;גשׁפא֜
JQBY>L/;יקבצאל֜
JCW<=/;ישׁוע֜
MKNH/;מכנה֜
<JH/;עיה֜
<NNJH=/;ענניה֜
NBLV/;נבלט֜
XRC====/;חרשׁ֜
GNTWJ/;גנתוי֜
M<DJH/;מעדיה֜
BLGH/;בלגה֜
<MWQ/;עמוק֜
HJDWT/;הידות֜
<NJ==/;עני֜
JWJQJM/;יויקים֜
MRJH=/;מריה֜
MLJKW/;מליכו֜
XLQJ=/;חלקי֜
MNJMJN/;מנימין֜
MW<DJH/;מועדיה֜
PLVJ==/;פלטי֜
QLJ=/;קלי֜
PRSJ/;פרסי֜
>SP=/;אסף֜
BJT_HGLGL/;בית הגלגל֜
THLKT/;תהלכת֜
MLLJ/;מללי֜
GLLJ/;גללי֜
M<J=/;מעי֜
JZRXJH/;יזרחיה֜
LN/;לן֜
G>LJM/;גאלים֜
DJPT/;דיפת֜
RWDNJ/;רודני֜
>WPJR=/;אופיר֜
YPJ/;צפי֜
HWMM/;הומם֜
<LJN/;עלין֜
CPJ=/;שׁפי֜
XMRN/;חמרן֜
J<QN/;יעקן֜
P<J/;פעי֜
>HLJBMH=/;אהליבמה֜
DR</;דרע֜
<KR/;עכר֜
KLWBJ/;כלובי֜
FLM>/;שׂלמא֜
CM<>/;שׁמעא֜
RDJ/;רדי֜
>YM/;אצם֜
JRJ<WT/;יריעות֜
JCR==/;ישׁר֜
>RDWN/;ארדון֜
>CXWR/;אשׁחור֜
BWNH/;בונה֜
>RN==/;ארן֜
<VRH=/;עטרה֜
M<Y/;מעץ֜
<QR==/;עקר֜
CMJ/;שׁמי֜
JD</;ידע֜
>BJCWR/;אבישׁור֜
>BJHJL/;אביהיל֜
>XBN/;אחבן֜
MWLJD/;מוליד֜
SLD/;סלד֜
>PJM/;אפים֜
JC<J/;ישׁעי֜
CCN/;שׁשׁן֜
>XLJ/;אחלי֜
ZZ>/;זזא֜
JRX</;ירחע֜
<TJ=/;עתי֜
>PLL/;אפלל֜
SSMJ/;ססמי֜
JQMJH/;יקמיה֜
MJC<=/;מישׁע֜
MRCH/;מרשׁה֜
TPX/;תפח֜
RXM==/;רחם֜
JRQ<M/;ירקעם֜
M<WN==/;מעון֜
XRN=/;חרן֜
MWY>=/;מוצא֜
GZZ/;גזז֜
JHDJ/;יהדי֜
RGM/;רגם֜
GJCN/;גישׁן֜
PLV/;פלט֜
C<P/;שׁעף֜
CBR===/;שׁבר֜
TRXNH/;תרחנה֜
MDMNH==/;מדמנה֜
MKBNH/;מכבנה֜
GB<>/;גבעא֜
XRP==/;חרף֜
BJT_GDR/;בית גדר֜
HR>H/;הראה֜
PWTJ/;פותי֜
CMTJ/;שׁמתי֜
MCR<J/;משׁרעי֜
YR<TJ/;צרעתי֜
>CT>LJ/;אשׁתאלי֜
<VRWT_BJT_JW>B/;עטרות בית יואב֜
MNXTJ/;מנחתי֜
YR<J/;צרעי֜
J<BY/;יעבץ֜
TR<TJ/;תרעתי֜
CM<TJ/;שׁמעתי֜
FWKTJ/;שׂוכתי֜
XMT===/;חמת֜
BT_CW</;בת שׁוע֜
NGH=/;נגה֜
>SR=/;אסר֜
MLKJRM/;מלכירם֜
CN>YR/;שׁנאצר֜
HWCM</;הושׁמע֜
NDBJH/;נדביה֜
XCBH/;חשׁבה֜
>HL=/;אהל֜
XSDJH/;חסדיה֜
JWCB_XSD/;יושׁב חסד֜
>RNN/;ארנן֜
BRJX=/;בריח֜
N<RJH/;נעריה֜
HWDWJHW/;הודויהו֜
PLJH/;פליה֜
<NNJ/;ענני֜
JXT/;יחת֜
>XWMJ/;אחומי֜
LHD/;להד֜
JCM>/;ישׁמא֜
JDBC/;ידבשׁ֜
HYLLPWNJ/;הצללפוני֜
PNW>L=/;פנואל֜
XWCH/;חושׁה֜
XL>H=/;חלאה֜
N<RH=/;נערה֜
>XZM/;אחזם֜
TJMNJ=/;תימני֜
>XCTRJ/;אחשׁתרי֜
YRT/;צרת֜
>TNN=/;אתנן֜
<NWB/;ענוב֜
HYBBH/;הצבבה֜
>XRXL/;אחרחל֜
HRWM/;הרום֜
KLWB=/;כלוב֜
CWXH=/;שׁוחה֜
MXJR=/;מחיר֜
>CTWN/;אשׁתון֜
RP>/;רפא֜
TXNH=/;תחנה֜
<JR_NXC/;עיר נחשׁ֜
RKH/;רכה֜
XTT=/;חתת֜
M<WNTJ/;מעונתי֜
<PRH==/;עפרה֜
<JRW/;עירו֜
N<M=/;נעם֜
JHLL>L/;יהללאל֜
ZJP=/;זיף֜
ZJPH/;זיפה֜
TJRJ>/;תיריא֜
>FR>L/;אשׂראל֜
<ZRH==/;עזרה֜
MRD=/;מרד֜
JLWN/;ילון֜
JCBX/;ישׁבח֜
GDWR/;גדור֜
JQWTJ>L/;יקותיאל֜
ZNWX=/;זנוח֜
BTJH/;בתיה֜
NXM=/;נחם֜
GRMJ/;גרמי֜
CJMWN/;שׁימון֜
RNH=/;רנה֜
BN_XNN/;בן חנן֜
TJLWN/;תילון֜
ZWXT/;זוחת֜
BN_ZWXT/;בן זוחת֜
LKH/;לכה֜
L<DH/;לעדה֜
>CB</;אשׁבע֜
JWQJM/;יוקים֜
KZB>/;כזבא֜
FRP=/;שׂרף֜
JCBJ_LXM/;ישׁבי לחם֜
NV<JM/;נטעים֜
XMW>L/;חמואל֜
BLHH==/;בלהה֜
TWLD/;תולד֜
BJT_MRKBWT/;בית מרכבות֜
XYR_SWSJM/;חצר סוסים֜
BJT_BR>J/;בית בראי֜
TKN=/;תכן֜
B<L=/;בעל֜
MCWBB/;משׁובב֜
JMLK/;ימלך֜
JWCH/;יושׁה֜
JWCBJH/;יושׁביה֜
<FJ>L/;עשׂיאל֜
J<QBH/;יעקבה֜
JCWXJH/;ישׁוחיה֜
<DJ>L/;עדיאל֜
JFJM>L/;ישׂימאל֜
ZJZ>/;זיזא֜
CP<J/;שׁפעי֜
>LWN===/;אלון֜
CMRJ/;שׁמרי֜
B<L==/;בעל֜
B>RH/;בארה֜
TLGT_PLN>SR/;תלגת פלנאסר֜
<ZZ/;עזז֜
CPM=/;שׁפם֜
J<NJ/;יעני֜
JWRJ/;יורי֜
J<KN/;יעכן֜
ZJ</;זיע֜
XWRJ=/;חורי֜
JRWX/;ירוח֜
JCJCJ/;ישׁישׁי֜
JXDW/;יחדו֜
>XJ=/;אחי֜
<BDJ>L/;עבדיאל֜
NWDB/;נודב֜
>LJ>L/;אליאל֜
JXDJ>L/;יחדיאל֜
HR>/;הרא֜
ZMH=/;זמה֜
J>TRJ/;יאתרי֜
>BJSP/;אביסף֜
TXT==/;תחת֜
>WRJ>L/;אוריאל֜
<MFJ/;עמשׂי֜
>XJMWT/;אחימות֜
YWPJ/;צופי֜
WCNJ/;ושׁני֜
XGJH/;חגיה֜
TWX/;תוח֜
MXT/;מחת֜
B<FJH/;בעשׂיה֜
>TNJ/;אתני֜
QJCJ/;קישׁי֜
XJLZ/;חילז֜
<LMT/;עלמת֜
<NR=/;ענר֜
BL<M=/;בלעם֜
<NM/;ענם֜
MCL===/;משׁל֜
XWQQ/;חוקק֜
RMWNW/;רמונו֜
JRJ>L/;יריאל֜
JXMJ/;יחמי֜
JBFM/;יבשׂם֜
JDJ<>L/;ידיעאל֜
JRJMWT/;ירימות֜
<JRJ/;עירי֜
ZMJRH/;זמירה֜
JW<C/;יועשׁ֜
<LMT=/;עלמת֜
ZJTN/;זיתן֜
>XJCXR/;אחישׁחר֜
CPJM/;שׁפים֜
<JR====/;עיר֜
XCM=/;חשׁם֜
>XR==/;אחר֜
JXYJ>L/;יחציאל֜
PRC==/;פרשׁ֜
CRC=/;שׁרשׁ֜
>WLM/;אולם֜
MLKT=/;מלכת֜
>JCHWD/;אישׁהוד֜
>XJN/;אחין֜
LQXJ/;לקחי֜
>NJ<M/;אניעם֜
BRD===/;ברד֜
>L<DH/;אלעדה֜
>L<D/;אלעד֜
C>RH=/;שׁארה֜
>ZN_C>RH/;אזן שׁארה֜
RPX/;רפח֜
RCP=/;רשׁף֜
TLX/;תלח֜
L<DN/;לעדן֜
N<RN/;נערן֜
BRZJT/;ברזית֜
JPLV/;יפלט֜
CWMR/;שׁומר֜
XWTM=/;חותם֜
CW<>/;שׁועא֜
PSK/;פסך֜
BMHL/;במהל֜
<CWT=/;עשׁות֜
